REDACTED,REDACTED,REDACTED,REDACTED,100,164,1,REDACTED,R_3PENsnbtdPgDIMy,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5c67433981ea8900018addb3,2,5,2,3,8,1,1,,"2,4",,4,,23,To not interrupt the presenter,Play on my phone ,It mutes my sound but I can still hear,23,Random,"3,4",4,5,5,7,5,7,6,6,6,6,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,350,1,REDACTED,R_2Vf44oHVljVTFbB,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5de021677f57a309bfc56ac6,2,7,2,1,8,4,1,,"2,3,4,5,11,12",,2,,23,So any accidental or incidental noises on my end aren't disruptive to the meeting.,"Texting/messaging friends, skimming the news",Cuts access between my microphone and the app,23,random,4,4,7,7,7,5,7,7,7,7,7,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,90,1,REDACTED,R_24CSiqMbxLoBxAC,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5db2d564b196a8000db88729,1,2,2,10,8,5,1,,12,,12,,,,,,,,,,,,,,,,,,,
REDACTED,REDACTED,REDACTED,REDACTED,100,300,1,REDACTED,R_1P5YtfXozigLPVO,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5f62e7e5522ec5244b96f157,1,6,1,10,8,1,1,,"2,4,6",,6,,23,when the things being said are not of my concern,"work, make brakefast",it puts a mic sign to tell its muted,22,random,4,4,7,7,7,5,7,6,7,7,7,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,396,1,REDACTED,R_3F5sFD7oz1ijoGf,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5e84b3843b1cee055e3dc43e,2,6,3,1,8,1,3,,"2,4",,4,,23,To cancel out noise when trying to listen.,"I’m sat at my desk, there may be noise from the washing machine in the background.",Silences noise ,23,Random,"1,2,3,4,5",4,3,7,7,5,7,7,7,7,7,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,260,1,REDACTED,R_2ZNBVylclbHs98w,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5f0c7459891eb85f36afdaf0,1,6,2,9,8,1,1,,"2,4,5,6,12",,2,,23,so the sounds from my room won't disturb others,usually none,blocks audio from my microphone to the rest of the call,23,random,"2,3,4,5",4,7,7,7,5,7,6,7,7,7,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,721,1,REDACTED,R_D6j4qG026EWKAlr,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5ea83c3dab1c0205b87c807b,2,7,2,10,8,3,1,,"2,5,9,12,13",Skype,2,,23,"Because I do not want to be heard when I sip my coffee or breathe. Or to be seen whith my pyjamas, looking bored. ","Nothing takes place in my backround, I maybe scroll on social media or chat briefly with a friend.",It does not allow my microphine to transmit sound to the other participants and/or the camera to transmit image. I can see and hear fine the other participants who are not muted. ,23,random,"2,3,4,5",4,6,6,6,3,6,5,4,5,6,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,755,1,REDACTED,R_3qmMi7mBwsQqzZH,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5e18cc8f30626119a3998c31,2,7,2,1,8,1,"1,3",,"2,12",,2,,23,"mainly, when there is too much noise in my environment","Mainly, when there are people around me and I have to give some instruction or listen to some","I can have more control over the meeting, in case some participant has too much noise. control the flow of the meeting",23,random,"2,4",4,7,6,6,5,7,5,5,6,7,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,421,1,REDACTED,R_24rdd5yMU7Mybe2,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5fc1433e61250115790546f3,1,4,1,1,8,1,1,,"2,3,4,10,12",,2,,23,So I do not disturb anyone else in class,No special activities,It changes the icon of the microphone.,23,random,"2,3,4,5","3,4",6,7,6,5,6,6,6,7,5,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,323,1,REDACTED,R_2ZQyH72N9nDOOvJ,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5c1542a9caaaa50001b6e0e0,1,6,2,10,8,3,1,,"2,4,6,7,12",,4,,23,To perform other activities that would make noise.,"Cleaning the room, cooking, work multitasking",It disables the input audio,23,random,"2,3,4,5",4,6,6,7,5,6,5,5,6,6,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,3240,1,REDACTED,R_1JRSNYfxBRJDydr,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5c4e2d07c401980001ab62d9,1,7,2,1,8,1,"1,3",,"2,4,5",,2,,23,So background sounds can't be heard by other people.,"Dogs barking, cars passing in front of my house, neighbours with music, cars honking.",It doesn't send the audio  the microphone captures to the others in the meeting.,23,random,4,4,7,7,7,5,6,6,7,4,5,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,230,1,REDACTED,R_80whc8GKsJdtprX,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5ec092668812570fa084991e,1,4,1,9,8,3,1,,"2,4,5",,4,,23,Because I have nothing to add in said moment.,"No activity is on the background when I assist a video meeting, it has my atention.",It mutes my microphone.,23,random,4,4,7,7,7,5,7,7,7,7,7,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,358,1,REDACTED,R_3DoSo1nsJgtGn6P,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,60cf63d2c159d268280ce476,1,6,1,10,8,1,"1,2",,"2,3,4,5,12",,12,,23,When there is noise in my house.,"Not many, just to be on my phone or Watching TV.",It doesn't produce my audio on the other participant's platform or computer. ,23,random,"3,4",4,5,5,6,5,6,6,6,6,7,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,378,1,REDACTED,R_eVu2tcf4bB5RwOd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,611e362184c576aa0a2d43de,2,6,1,7,7,1,"1,4",,"2,4,5",,2,,23,so that the meeting is not interrupted by the noise on my side,watching tv,"when you press the mute button, sound or audio from your microphone is cut off so the other meeting participants cannot hear anything from you",23,random,"2,3,4","2,3,4",6,5,6,5,6,5,7,6,3,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,349,1,REDACTED,R_3qmGS9UpYv0dgVH,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,5d6578046e64e9001a41c79b,1,7,2,2,8,3,1,,"2,4,13","Skype, Whatsapp",13,Skype,23,Either because I don't want to disturb the person speaking or because I want to do something else (that will produce noise) while in the meeting (e.g. answering the phone).,"Anything: listening to music, being on the phone with someone else, working, watching a movie, masturbating.",It stops the sound I make from being broadcasted to the other participants of the video meeting.,23,random,4,4,7,7,7,5,7,5,6,7,7,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,261,1,REDACTED,R_3sBwPQyooPunVo5,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,55dc405950a1f7000590d658,1,6,3,7,7,4,1,,"2,4,6",,2,,23,To not interfere with other users when speaking,none.,mutes the microphone,23,random,4,4,7,7,,,,7,7,7,7,33122130
REDACTED,REDACTED,REDACTED,REDACTED,100,174,1,REDACTED,R_2RPRVXbYK6RfPWh,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,1,1,1,615b32cd58f7f1a0659318ec,2,6,4,1,8,5,"1,4",,"2,3,4,5,7",,2,,,,,,,,,,,,,,,,,,,
